title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Michelle’s Bakewell Bars,Michelle,12,Challenging,2 hrs 30 mins,12 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shells:</h5>
<p>450g white chocolate, broken into pieces</p>
<p>pink food-colouring gel</p>
<p>35g flaked almonds</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:</h5>
<p>60g unsalted butter</p>
<p>70g caster sugar</p>
<p>1 egg yolk</p>
<p>85g plain flour, sifted</p>
<p>25g ground almonds</p>
<p>¼ tsp baking powder</p>
<p>¼ tsp salt</p>
<p>1 tsp ground mahlab (optional)</p>
<p>½ tsp vanilla extract</p>
<p>¼ tsp almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the raspberry &amp; almond jam:</h5>
<p>150g raspberries</p>
<p>150g jam sugar</p>
<p>1 tsp almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marshmallow:</h5>
<p>12g powdered gelatine</p>
<p>200g caster sugar</p>
<p>1½ tsp liquid glucose</p>
<p>1 large egg white</p>
<p>1 tsp almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>blue and orange food-colouring gels</p>
<p>2 tsp alcohol (such as flavourless vodka)</p>
<p>gold lustre dust</p>
<p>3 tbsp popping candy</p>
<p>edible flowers (try a selection of purple, yellow and blue violas), petals snipped</p>
<p>freeze-dried raspberries</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>silicone midi buche mould (you will need 12 hollows)</p>
<p>large cake-decorating paintbrush</p>
<p>piece of card to make a template</p>
<p>baking tray lined with baking paper</p>
<p>small disposable piping bag</p>
<p>sugar thermometer</p>
<p>large disposable piping bag</p>
<p>2 small cake-decorating paintbrushes</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Bakewell-Bars-1024x450-2.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Michelle-1080-100x100.jpg
Phil’s Spiced Fruit Cake with Rum Glaze,Phil,16,Easy,1 hr,1 hr 10 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>75g golden caster sugar</p>
<p>2 tbsp honey</p>
<p>200g ground almonds</p>
<p>130g icing sugar, sifted</p>
<p>1 tsp almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the pumpkin spice:</h5>
<p>1 tbsp ground cinnamon</p>
<p>1 tsp ground nutmeg</p>
<p>½ tsp ground ginger</p>
<p>½ tsp ground cloves</p>
<p>½ tsp allspice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>375g plain flour</p>
<p>1½ tsp baking powder</p>
<p>1½ tsp bicarbonate of soda</p>
<p>1½ tsp pumpkin spice</p>
<p>190g unsalted butter, diced</p>
<p>190g dark muscovado sugar</p>
<p>225g dried mixed fruit</p>
<p>150g dried cranberries</p>
<p>225ml whole milk</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the syrup:</h5>
<p>100ml dark rum</p>
<p>115g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crystallised decorations:</h5>
<p>5g powdered egg white</p>
<p>100g caster sugar</p>
<p>100g strawberries</p>
<p>100g blueberries</p>
<p>2 or 3 bay leaves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>85g icing sugar, sifted</p>
<p>4–5 tsp dark rum</p>
<p>super-white food colouring (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm bundt tin, well oiled</p>
<p>small cake-decorating paintbrush</p>
<p>baking tray lined with baking paper</p>
<p>large disposable piping bag</p>
<p>cocktail stick</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/Spice-Fruit-Cake-Rum-Glaze-1024x450-3-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Phil-1080-100x100.jpg
Amelia’s Naked Christmas Cake,Amelia,16,Easy,50 mins,1 hr 15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>540g dried mixed fruit</p>
<p>85g dried apricots, diced</p>
<p>130g glacé cherries</p>
<p>90ml orange brandy or liqueur, plus an extra 3 tbsp for pouring</p>
<p>215g unsalted butter</p>
<p>110g icing sugar, sifted</p>
<p>110g light muscovado sugar</p>
<p>5 eggs, beaten</p>
<p>215g plain flour, sifted</p>
<p>110g ground almonds</p>
<p>finely grated zest of 1 unwaxed orange</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glaze:</h5>
<p>226g tinned apricots in juice, drained</p>
<p>226g granulated sugar</p>
<p>3 tbsp orange brandy or liqueur</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan stars:</h5>
<p>50g icing sugar, plus extra for dusting</p>
<p>50g caster sugar</p>
<p>1½ tbsp beaten egg</p>
<p>½ tsp almond extract</p>
<p>¼ tsp Valencian orange extract</p>
<p>1 tsp orange brandy or liqueur</p>
<p>90g ground almonds</p>
<p>1 tsp finely grated unwaxed orange zest</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>2-litre bundt tin, well greased, then dusted with flour</p>
<p>star cutter</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/Naked-Xmas-Cake-1024x450-2-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Amelia-1080-100x100.jpg
Jamie’s Easter Simnel Cake,Jamie,11,Easy,1 hr 30 minutes,1 hr,"[<div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>1 egg</p>
<p>250g icing sugar</p>
<p>½ tsp almond extract</p>
<p>yellow food-colouring paste</p>
<p>125g ground almonds</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>125g unsalted butter</p>
<p>125g light muscovado sugar</p>
<p>45g golden syrup</p>
<p>2 large eggs, beaten</p>
<p>200g self-raising flour, sifted</p>
<p>1 tsp ground cinnamon</p>
<p>1 tsp ground ginger</p>
<p>pinch of salt</p>
<p>75g raisins</p>
<p>75g sultanas</p>
<p>75g currants</p>
<p>75g glacé cherries</p>
<p>50g candied citrus peel</p>
<p>2 tbsp whole milk</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the jam:</h5>
<p>200g strawberries</p>
<p>200g granulated sugar</p>
<p>1 tsp lemon juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>400g white sugar paste</p>
<p>green, yellow, orange and black food-colouring gels</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>15cm round, deep cake tins x 2, greased, then lined (base and sides) with baking paper</p>
<p>cake-decorating paintbrush</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/Easter-Simnel-Cake-1024x450-2-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Jamie-1080-100x100.jpg
Candice’s Two-tier Stollen Wreath,Candice,12–16,Needs skill,"90 mins, plus proving",45 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>100g soft dried dates</p>
<p>75g dried apple slices</p>
<p>500g strong white bread flour, plus extra for dusting</p>
<p>1 tsp salt</p>
<p>10g fast-action dried yeast</p>
<p>2 tsp golden caster sugar</p>
<p>1 tsp ground cinnamon</p>
<p>1 tsp ground ginger</p>
<p>3cm piece of ginger root, peeled and grated</p>
<p>275ml whole milk</p>
<p>100g unsalted butter</p>
<p>1 large egg, beaten</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>250g ground almonds</p>
<p>125g golden caster sugar</p>
<p>125g icing sugar, plus extra for dusting</p>
<p>1 whole egg and 1 egg yolk</p>
<p>5–6 tsp amaretto</p>
<p>½ tsp natural almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the cinnamon sugar:</h5>
<p>100g unsalted butter, softened</p>
<p>200g light soft brown sugar</p>
<p>2 tsp ground cinnamon</p>
<p>1 tsp ground ginger</p>
<p>100g pecans, toasted and chopped</p>
<p>50g chopped stem ginger</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decoration:</h5>
<p>1 apple</p>
<p>icing sugar, for dusting</p>
<p>red and green food-colouring gels</p>
<p>1 date</p>
<p>edible red glitter dust</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>mandolin</p>
<p>3 baking trays lined with baking paper</p>
<p>edible glue</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/Candice_Stollen_1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/candace-100x100.jpg
Tamal’s Iced Stollen Wreath,Tamal,16,Needs skill,"2 hrs, plus proving",50 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>65g dried cherries</p>
<p>65g dried cranberries</p>
<p>65g raisins</p>
<p>60g candied orange peel</p>
<p>finely grated zest and juice of 2 unwaxed clementines</p>
<p>2 tbsp dark rum</p>
<p>600g strong white bread flour</p>
<p>15g fast-action dried yeast</p>
<p>1 tsp salt</p>
<p>1 tbsp ground cinnamon</p>
<p>½ tsp ground cloves</p>
<p>100g caster sugar</p>
<p>125g whole milk</p>
<p>150g unsalted butter, melted, plus extra for glazing</p>
<p>2 large eggs</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marzipan:</h5>
<p>225g unsalted shelled pistachios</p>
<p>225g icing sugar</p>
<p>1 large egg yolk</p>
<p>1 tsp rose water</p>
<p>2 tsp egg white</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the icing:</h5>
<p>1 egg white</p>
<p>425g icing sugar</p>
<p>1 tsp lemon juice</p>
<p>red food-colouring gel</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>2 baking trays lined with baking paper</p>
<p>2 piping bags fitted with No.3 writing nozzles</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/Tamal_Stollen_1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2015/07/s6_3_450-100x100.jpg
Jane’s 12 Days of Decorating Biscuits,Jane,about 24,Needs skill,2 hrs,45 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:</h5>
<p>350g plain flour</p>
<p>1 tsp bicarbonate of soda</p>
<p>2 tsp ground cinnamon</p>
<p>1 tsp ground mixed spice</p>
<p>½ tsp ground cloves</p>
<p>120g salted butter</p>
<p>175g light muscovado sugar</p>
<p>1 large egg, beaten</p>
<p>2 tbsp golden syrup</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing:</h5>
<p>4 egg whites</p>
<p>1kg icing sugar</p>
<p>½ tsp almond extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>food-colouring gels, as required</p>
<p>edible lustre and glitter powder</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>12 differently shaped Christmas cutters</p>
<p>3 baking trays lined with baking paper</p>
<p>small piping bags fitted with No.1 nozzles – one bag for each colour</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/Xmas_12_Days_Biscuits_1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/jane-100x100.jpg
Flo’s Spiced Treacle & Ginger Biscuits,Flo,about 24 biscuits,Easy,"30 mins, plus decorating",10–12 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:</h5>
<p>100g salted butter, softened</p>
<p>100g caster sugar</p>
<p>125g treacle</p>
<p>1 egg yolk</p>
<p>250g plain flour</p>
<p>½ tsp salt</p>
<p>½ tsp bicarbonate of soda</p>
<p>½ tsp ground cinnamon</p>
<p>½ tsp ground cloves</p>
<p>½ tsp ground nutmeg</p>
<p>1 tsp ground ginger</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing:</h5>
<p>1 egg white</p>
<p>225g icing sugar</p>
<p>1 tsp lemon juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>1kg red sugar paste</p>
<p>edible glue</p>
<p>edible glitter and lustre powder</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Christmas tree, star and round cookie cutters</p>
<p>2 or 3 baking trays lined with baking paper</p>
<p>small piping bag fitted with a No.1 nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/Xmas_Treacle_Biscuits_1024x450_3-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2016/08/GBBO8-Baker-Portrait-Flo-1074_l-100x100.jpg
Rahul’s Mango Crème-filled Doughnuts,Rahul,12,Needs skill,"1 hr, plus rising  ",about 18 mins ,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough: </h5>
<p>550g strong white bread flour  </p>
<p>70g caster sugar  </p>
<p>50g unsalted butter  </p>
<p>2 eggs  </p>
<p>14g fast-action dried yeast </p>
<p>10g salt  </p>
<p>130ml hand-hot whole milk </p>
<p>100ml hand-hot water  </p>
<p>1 litre sunflower oil, for frying </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mango crème pâtissière: </h5>
<p>150ml whole milk </p>
<p>100ml mango purée </p>
<p>2 egg yolks </p>
<p>35g caster sugar </p>
<p>20g cornflour </p>
<p>40g unsalted butter </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing: </h5>
<p>6 tbsp liquid pasteurised egg white </p>
<p>750g icing sugar </p>
<p>2 tsp coconut extract, or to taste  </p>
<p>orange food-colouring gel or paste </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>baking sheet lined with baking paper, then dusted with flour </p>
<p>deep-fat fryer  </p>
<p>1 medium and 1 small disposable piping bag   </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/GBBO_Mango_Doughnuts_1024x450_2-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-10-100x100.jpg
Rahul’s Chocolate-dipped Orange Madeleines  ,Rahul,12,Easy,40 mins,10 mins ,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges: </h5>
<p>2 large eggs </p>
<p>100g caster sugar </p>
<p>100g plain flour </p>
<p>½ tsp baking powder </p>
<p>100g unsalted butter, melted and cooled  </p>
<p>zest of 2 unwaxed oranges </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the orange curd: </h5>
<p>2 egg yolks </p>
<p>zest and juice of 1 unwaxed orange </p>
<p>50g caster sugar </p>
<p>25g unsalted butter, diced </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate: </h5>
<p>100g 70% dark chocolate, broken into small pieces </p>
<p>50g white chocolate, broken into small pieces </p>
<p>50g toasted hazelnuts, finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>12-hole madeleine tray, greased with melted butter and dusted with flour  </p>
<p>2 small disposable piping bags </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/05/Choc_Orange_Madalienes_1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-10-100x100.jpg
Briony’s Espresso Martini Madeleines,Briony,12,Easy,40 mins,8 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponges: </h5>
<p>95g unsalted butter  </p>
<p>2 large eggs </p>
<p>1 tbsp coffee liqueur, such as Tia Maria </p>
<p>90g golden caster sugar </p>
<p>90g self-raising flour, plus extra for dusting  </p>
<p>½ tsp baking powder </p>
<p>pinch of salt </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>100g 70% dark chocolate, broken into small pieces  </p>
<p>12 coffee beans, bashed into fine pieces </p>
<p>gold lustre spray  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need: </h5>
<p>12-hole madeleine tray </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Mocha_Madelienes_1024x450-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-5-100x100.jpg
"Ruby’s Smørrebrød with Fennel, Flax, Poppy & Chilli",Ruby,1 loaf (16 slices),Needs skill,"1 hr, plus rising",35 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the bread:</h5>
<p>200g wholemeal rye flour, plus extra for dusting  </p>
<p>200g strong white bread flour  </p>
<p>1½ tsp fast-action dried yeast </p>
<p>2 tsp salt  </p>
<p>25g sunflower seeds  </p>
<p>15g flax seeds (linseeds) </p>
<p>15g poppy seeds </p>
<p>1 tsp fennel seeds </p>
<p>½ tsp chilli powder </p>
<p>1 tbsp black treacle </p>
<p>250ml lukewarm water  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the tandoori topping:</h5>
<p>1½ tbsp tandoori paste </p>
<p>½ tsp garlic paste </p>
<p>½ tsp ginger paste </p>
<p>½ tsp garam masala  </p>
<p>¼ tsp ground cumin </p>
<p>1 tbsp finely chopped onion </p>
<p>½ green chilli, seeds discarded, flesh finely chopped </p>
<p>1 chicken breast, cut into 2cm chunks </p>
<p>1 tbsp olive oil </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the raita:</h5>
<p>½ small red onion, grated </p>
<p>5 cherry tomatoes, finely chopped  </p>
<p>4 tbsp Greek yogurt  </p>
<p>pinch of garam masala </p>
<p>pinch of sea salt flakes </p>
<p>pinch of chilli powder </p>
<p>1 lemon, halved </p>
<p>¼ small cucumber, flesh sliced into ribbons, core reserved  </p>
<p>25g feta cheese, diced </p>
<p>1 preserved lemon (optional), finely chopped  </p>
<p>ground black pepper </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the asparagus &amp; avocado topping:</h5>
<p>1 ripe avocado, halved, stoned and flesh coarsely mashed   </p>
<p>25g red onion, very finely diced </p>
<p>juice ½ lemon </p>
<p>50g chorizo, thinly sliced  </p>
<p>8 asparagus tips  </p>
<p>1 tsp salted butter </p>
<p>2 quail eggs </p>
<p>sea salt and ground black pepper  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>900g loaf tin, dusted with flour </p>
<p>proving bag or cling film </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Smorrebrod_1024x450_1.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-100x100.jpg
Manon’s Chestnut & Mushroom Tartlet,Manon,4,Needs skill,40 mins,18 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the wholemeal shortcrust:</h5>
<p>75g wholemeal flour </p>
<p>150g plain flour </p>
<p>½ tsp salt  </p>
<p>½ tsp caster sugar  </p>
<p>75g coconut oil, at room temperature </p>
<p>2–3 tbsp cold water  </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>20ml olive oil, plus 2 tsp for frying </p>
<p>25g plain flour </p>
<p>250ml cashew milk  </p>
<p>pinch of grated nutmeg </p>
<p>125g baby chestnut mushrooms, thinly sliced </p>
<p>50g cooked chestnuts </p>
<p>1 tbsp chopped parsley, plus extra sprigs to decorate </p>
<p>salt and ground black pepper </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will also need:</h5>
<p>6 x 11cm rectangular fluted tart tins x 4  </p>
<p>3cm clover-shaped cutter </p>
<p>4 pieces of tin foil to line the tart cases </p>
<p>baking beans  </p>
<p>baking tray  </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/06/Chestnut_Mushroom_Tartlets_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2018/08/New-Project-3-100x100.jpg
